epoch,lr,train_loss,train_top1,train_top3,val_top1,val_top3,random_baseline
36,0.001,0.9014612436294556,0.5538496375083923,0.98041832447052,0.5741077065467834,0.9808428883552551,0.39226508140563965
37,0.001,0.8907382488250732,0.5645968914031982,0.9819788336753845,0.5753176212310791,0.9860858917236328,0.39226508140563965
38,0.001,0.8900969624519348,0.5631371140480042,0.9841433763504028,0.5789473652839661,0.9876991510391235,0.39226508140563965
39,0.001,0.8860604166984558,0.5643200278282166,0.9848732948303223,0.5841903686523438,0.984674334526062,0.39226508140563965
40,0.001,0.878766655921936,0.5740354061126709,0.9847474098205566,0.582577109336853,0.9868925213813782,0.39226508140563965
41,0.001,0.8791186213493347,0.5739850401878357,0.9845460653305054,0.5870134830474854,0.9870941638946533,0.39226508140563965
42,0.001,0.8737449645996094,0.5769550204277039,0.9855528473854065,0.5878201127052307,0.9881024360656738,0.39226508140563965
43,0.001,0.869637668132782,0.5734816789627075,0.9867861270904541,0.5858035683631897,0.9911272525787354,0.39226508140563965
44,0.001,0.8665676116943359,0.5768795013427734,0.9879691004753113,0.5900382995605469,0.9895139932632446,0.39226508140563965
45,0.001,0.8611360788345337,0.5840024352073669,0.9874908924102783,0.5918532013893127,0.9889090657234192,0.39226508140563965
46,0.001,0.859050452709198,0.5888600945472717,0.9882208108901978,0.5948780179023743,0.9893123507499695,0.39226508140563965
47,0.001,0.8532425761222839,0.5893886089324951,0.9884976744651794,0.5928614735603333,0.9899173378944397,0.39226508140563965
48,0.001,0.8517517447471619,0.5876016020774841,0.9884976744651794,0.5997176766395569,0.9901189804077148,0.39226508140563965
49,0.001,0.8473780155181885,0.5919055938720703,0.9891017079353333,0.6102036833763123,0.988707423210144,0.39226508140563965
50,0.001,0.8445504307746887,0.5971155762672424,0.9893534183502197,0.6106069684028625,0.9893123507499695,0.39226508140563965
