epoch,lr,train_loss,train_top1,train_top3,val_top1,val_top3,random_baseline
23,0.00025,0.9838951230049133,0.45861172676086426,0.9648268818855286,0.45276939868927,0.9627391695976257,0.3932284712791443
24,0.00025,0.9837124347686768,0.4600237011909485,0.9650034308433533,0.45276939868927,0.9627391695976257,0.3932284712791443
25,0.00025,0.9835206866264343,0.4607296884059906,0.9650034308433533,0.45337361097335815,0.9629405736923218,0.3932284712791443
26,0.000125,0.9833298921585083,0.4614861011505127,0.9650034308433533,0.4531722068786621,0.9629405736923218,0.3932284712791443
27,0.000125,0.9831472039222717,0.4610322415828705,0.9650034308433533,0.45337361097335815,0.9629405736923218,0.3932284712791443
28,0.000125,0.9830595254898071,0.4600237011909485,0.9649530053138733,0.45276939868927,0.9637462496757507,0.3932284712791443
29,0.000125,0.9829738736152649,0.4603010416030884,0.9652555584907532,0.4525679647922516,0.9627391695976257,0.3932284712791443
30,0.000125,0.9828900694847107,0.4604775607585907,0.9650286436080933,0.45478349924087524,0.9631419777870178,0.3932284712791443
31,0.000125,0.9828082919120789,0.4606792628765106,0.9651799201965332,0.4541792571544647,0.9631419777870178,0.3932284712791443
32,6.25e-05,0.9827285408973694,0.4604523479938507,0.9651799201965332,0.4535750150680542,0.9631419777870178,0.3932284712791443
33,6.25e-05,0.9826503992080688,0.45987242460250854,0.9651799201965332,0.45297080278396606,0.9631419777870178,0.3932284712791443
34,6.25e-05,0.9826121926307678,0.45939335227012634,0.9651547074317932,0.45297080278396606,0.9631419777870178,0.3932284712791443
35,6.25e-05,0.9825739860534668,0.4595446288585663,0.9651547074317932,0.45196375250816345,0.9631419777870178,0.3932284712791443
36,6.25e-05,0.9825360774993896,0.4589647352695465,0.9651547074317932,0.45297080278396606,0.9629405736923218,0.3932284712791443
37,6.25e-05,0.9824983477592468,0.4596959352493286,0.9648773074150085,0.4535750150680542,0.9629405736923218,0.3932284712791443
38,3.125e-05,0.9824609160423279,0.4605027735233307,0.9648773074150085,0.4541792571544647,0.9629405736923218,0.3932284712791443
39,3.125e-05,0.982423722743988,0.4607296884059906,0.9648773074150085,0.4549849033355713,0.9629405736923218,0.3932284712791443
40,3.125e-05,0.9824053049087524,0.4610574543476105,0.9646756052970886,0.4549849033355713,0.9629405736923218,0.3932284712791443
41,3.125e-05,0.9823867678642273,0.4614104628562927,0.9646756052970886,0.45518630743026733,0.9629405736923218,0.3932284712791443
42,3.125e-05,0.9823683500289917,0.4617634415626526,0.9646756052970886,0.45478349924087524,0.9629405736923218,0.3932284712791443
43,3.125e-05,0.9823497533798218,0.4617886543273926,0.9646756052970886,0.4549849033355713,0.9629405736923218,0.3932284712791443
44,1.5625e-05,0.9823313355445862,0.46181386709213257,0.9646756052970886,0.45478349924087524,0.9629405736923218,0.3932284712791443
45,1.5625e-05,0.9823129773139954,0.4622173011302948,0.9646756052970886,0.45478349924087524,0.9629405736923218,0.3932284712791443
46,1.5625e-05,0.9823038578033447,0.4622173011302948,0.9646756052970886,0.4541792571544647,0.9629405736923218,0.3932284712791443
47,1.5625e-05,0.9822946786880493,0.4624442160129547,0.9646756052970886,0.4541792571544647,0.9629405736923218,0.3932284712791443
48,1.5625e-05,0.9822854995727539,0.4624442160129547,0.9646756052970886,0.4541792571544647,0.9629405736923218,0.3932284712791443
49,1.5625e-05,0.9822763800621033,0.4624442160129547,0.9646756052970886,0.4541792571544647,0.9629405736923218,0.3932284712791443
50,7.8125e-06,0.9822672009468079,0.4624442160129547,0.9646756052970886,0.4541792571544647,0.9635447859764099,0.3932284712791443
